PC1,PC2,PC3,PC4,True_Class,Predicted_Class
-0.42160317880596404,1.0608529962579252,0.5133102576652898,0.8621608807714579,1.0,1.0
-0.018248532009064383,2.3812122489243355,0.8011741689886878,0.25773793877144213,0.0,0.0
-0.2404106064185048,0.9064356297121234,0.04793120993192428,1.0898962102171394,0.0,1.0
1.0248618685402373,1.4265143833524485,-0.07490875311602462,0.35187737503714017,1.0,1.0
0.7739994586128056,0.644529196068419,0.006308601700930716,0.3619317223125027,1.0,1.0
0.4691962010272939,0.907330899953611,0.27129217051506516,0.7843065662647872,1.0,1.0
0.2544422305333092,0.7792853767919665,0.6321377329724488,0.9366422184780328,0.0,1.0
0.5820855042865656,1.3910244167096728,0.2907920390301289,0.8021660210107513,1.0,0.0
0.46284118245179545,0.8263527826902594,0.3078515554496649,0.5736033625517721,1.0,1.0
-0.10722305409143769,2.258361628894025,0.4748943020684674,0.09139350043852576,0.0,0.0
-0.6758944310383234,0.48555397660402566,0.3873167343569687,0.9690276806840675,1.0,1.0
0.04368558977901138,1.845751554724345,0.6912749964447176,1.3096041379857104,0.0,0.0
-0.558472219686126,0.6449856071766231,0.27859736965965626,0.7165542320136086,0.0,0.0
-0.25699261186788097,0.5532414744674158,0.6374292853248811,0.7614152704092698,1.0,0.0
-0.8241080951018701,0.6129085262931862,0.7890537912875901,0.9982527009124043,0.0,0.0
-0.291666960010972,0.7442465155350134,0.38883911353890716,0.6943591316098163,1.0,1.0
0.06603992429232311,0.8066713360383154,0.5916404130714638,0.5920279466529651,1.0,0.0
-0.5776362491803047,1.1094399742819818,0.08284974755121595,0.8531641143504556,1.0,0.0
0.3043879517439171,0.6097908944827244,0.3101745089762713,0.7951332155281128,0.0,1.0
-0.21877252130452426,0.8702681969533413,1.0936569465269204,0.88660163302181,0.0,0.0
0.1911137642589121,0.32718371520857187,0.35297462485281733,0.8493740520388251,1.0,1.0
-0.5239458287010076,1.2449265641356857,1.2313355126854597,0.7615874097395763,0.0,0.0
-0.8098214067227638,1.9536618427170602,0.6442643316343408,0.31227539319683084,1.0,0.0
-0.2787214931784657,1.1847512896101453,0.6776214711778171,1.044203831024986,0.0,1.0
0.4166187089974877,0.34175017131213914,0.38893075296573576,0.7499147157946462,1.0,1.0
0.8830309789976061,1.5985900805517659,0.9221530356046622,0.7425205902981955,0.0,0.0
-0.08534803955717989,1.1611935432279985,1.3468871437439187,0.7833724522334946,0.0,0.0
-0.44502768324892633,0.5666892555324912,0.9278928563816695,0.8113832060784055,0.0,0.0
0.10675974883856741,0.895756397299292,0.10081280452824551,1.051366159730799,1.0,1.0
-0.13094877026896432,0.6985228212699834,1.0928094393425847,0.4944244960688721,0.0,0.0
0.1857889856979614,0.25457131004356215,0.31293719311382023,0.8751412601584784,1.0,1.0
0.5710586064116774,1.9031199980173936,1.2771402508303005,1.1160982017984855,0.0,0.0
0.3444237118828476,1.7910632672650415,0.04754364710537281,0.27914430520495426,1.0,1.0
-0.34857038377676103,0.8217615762396684,0.33266952326631893,1.5117147468886751,0.0,0.0
-0.10455913051103248,0.418027565061146,0.9097962807706149,0.8691144571302627,0.0,0.0
0.9027496934300419,1.5226358176244033,-0.32299711900670747,0.3038282870493244,1.0,1.0
0.32689083347604264,1.6165520512750773,0.645272157350287,0.9855054400727915,0.0,1.0
0.48432484217001953,0.8380787390090608,0.37217303036651633,1.028682748420329,0.0,1.0
-0.12319216068270872,1.0592907876980724,0.14007016546628726,0.8386419167523564,1.0,1.0
0.30658535183626545,1.3141975555997658,-0.030349514522831016,0.6112298741752515,1.0,1.0
0.09561812612622814,0.48395566943157486,0.5130147486423319,0.6144806654450489,0.0,1.0
-0.2955185788237909,0.44682421352330914,1.0402345560589858,0.6913683589846763,0.0,0.0
0.19398498922444965,0.5126652292111513,0.9738267010681624,0.634930185910883,0.0,0.0
0.23044165142420023,0.3511484553401129,0.4271793946300595,0.8258046669996232,1.0,1.0
-0.11640258692423504,2.177868430985771,0.5076855645751134,0.41319614687244777,0.0,0.0
0.7626654694574524,0.40283094260780916,0.21945737805083354,0.4868826219783675,1.0,1.0
